13:13:00:632,-19
13:13:06:214,-92
13:13:11:726,-47
13:13:17:239,16
13:13:22:763,-69
13:13:28:273,42
13:13:33:797,-108
13:13:39:310,17
13:13:42:256,-5332
13:13:44:759,5617
13:13:50:271,5
13:14:01:318,18
13:14:06:838,-178
13:14:12:361,5
13:14:17:890,-130
13:14:23:23,-22
13:14:28:94,-106
13:14:32:534,-5286
13:14:33:470,4942
13:14:38:575,-53
13:14:44:89,-137
13:33:40:552,-46641001
13:33:51:579,109796
13:33:57:91,109626
13:34:02:609,109795
13:34:05:611,40969
13:34:08:73,52857
13:34:13:631,54888
13:34:19:165,54790
13:34:24:677,59850
13:34:31:588,1606575
13:34:40:750,4718
13:34:46:278,-221
13:34:57:408,-225
13:35:02:959,-215
13:35:08:496,-293
13:35:14:50,-97
13:35:19:563,-6
13:35:22:8,-6856
13:35:25:15,8476
13:35:30:529,-55
13:35:36:41,-118
13:35:41:549,16
13:35:52:205,-161
13:35:57:781,-88
13:36:08:866,-85
13:36:12:486,-9218
13:36:14:403,9978
13:36:19:925,-52
13:36:25:448,-83
13:36:30:961,-12
13:36:36:487,-47
13:36:42:1,-9
13:36:47:599,-78
13:36:58:386,-123
13:37:02:834,-6494
13:37:08:947,-23
13:37:14:527,-42
13:37:20:86,-56
13:37:26:439,7182803
13:37:36:138,25203
13:37:41:693,-283
13:37:48:248,-7911522
13:37:59:282,-153
13:38:04:809,-304
13:38:32:384,2466
13:38:37:896,2620
13:38:48:579,4930
13:38:54:117,-101
13:38:59:330,38
13:39:07:287,-4398
13:39:10:390,7261
13:39:15:940,-80
13:39:21:468,-114
13:39:26:979,-72
13:39:32:503,-103
13:39:38:13,-54
13:39:43:560,-26
13:39:54:174,-23
13:39:57:605,-7664
13:39:59:605,8165
13:40:10:245,485
13:40:15:818,-55
13:40:21:343,94
13:40:26:854,-90
13:40:32:383,-52
13:40:37:967,41
13:40:43:491,-14
13:40:47:992,-7520
13:40:54:113,7044
13:40:59:192,39
13:41:04:765,9
13:41:11:662,-6516604
13:41:22:705,33
13:41:28:208,-82
13:41:33:746,-78
13:41:38:395,-7068
13:41:39:337,7447
13:41:44:848,-64
13:41:50:370,29
13:42:01:73,98
13:42:06:133,-25
13:42:11:645,69
13:42:17:157,-55
13:42:22:664,56
13:42:28:945,-5424
13:42:33:518,3491
13:42:39:245,-18
13:42:44:316,33554509
13:42:49:868,-80
13:42:55:395,-12
13:43:00:904,27
13:43:11:552,-18
13:43:17:122,-1
13:43:19:63,-2210
13:43:22:567,1137
13:43:33:633,31
13:43:39:255,-66
13:43:44:335,31
13:43:49:901,-26
13:43:55:438,-1
13:44:00:949,-12
13:44:11:975,178
13:44:17:499,-30
13:44:23:12,-9
13:44:28:525,-51
13:44:35:369,-6496747
13:44:46:406,109704
13:44:51:912,109727
13:44:57:439,109715
13:44:59:945,41161
13:45:02:946,35802
13:45:08:475,62485
13:45:13:980,57273
13:45:19:562,57251
13:45:25:179,3554
13:45:30:217,-1336
13:45:35:783,-1692
13:45:41:349,-1564
13:45:50:399,-8053
13:45:52:411,10508
13:45:57:967,2589
13:46:03:492,2534
13:46:09:111,2737
13:46:14:178,2225
13:46:21:186,3369568
13:46:30:389,18858
13:46:35:949,-202
13:46:41:492,-248
13:46:47:89,-283
13:46:58:148,-292
13:47:03:659,-25
13:47:09:173,-6
13:47:11:623,-5651
13:47:14:613,8092
13:47:20:129,-60
13:47:25:637,53
13:47:31:150,-60
13:47:42:45,-13
13:47:47:113,-11
13:47:52:626,64
13:48:10:526,23
13:48:16:37,-27
13:48:21:550,94
13:48:27:69,-55
13:48:32:577,84
13:48:38:88,-37
13:48:43:625,69
13:48:52:623,-7652
13:48:54:562,7182
13:49:00:73,-52
13:49:05:651,34
13:49:16:330,13
13:49:21:908,-80
13:49:27:484,-71
13:49:33:34,-74
13:49:38:546,38
13:49:43:48,-8105
13:49:44:56,8916
13:49:54:683,-53
13:50:00:206,-14
13:50:05:485,-46
13:50:11:49,-76
13:50:16:561,49
13:50:27:629,21
13:50:33:145,-107
13:50:33:925,-5549
13:50:38:483,2225
13:50:43:991,-24
13:50:49:520,-50
13:50:55:26,-65
13:51:05:661,28
13:51:11:203,-96
13:51:16:781,-52
13:51:22:357,10
13:51:33:371,-3
13:51:38:935,41
13:51:44:474,-47
13:51:49:986,8
13:51:55:510,-51
13:52:01:20,5
13:52:06:532,-77
13:52:12:44,-104
13:52:17:566,62
13:52:23:158,-59
13:52:28:665,-16
13:52:35:507,-8847517
13:52:46:526,-44
13:52:52:37,-121
13:52:57:563,-8
13:53:03:72,-114
13:53:05:589,-3508
13:53:08:584,5809
13:53:19:200,2571
13:53:24:334,1428
13:53:29:908,1308
13:53:35:483,1478
13:53:41:37,57
13:53:46:555,80
13:53:56:82,-2525
13:53:57:591,187
13:54:03:127,-74
13:54:08:639,22
13:54:14:157,-71
13:54:19:666,-4
13:54:30:343,57
13:54:35:469,-34
13:54:41:31,-48
13:54:46:482,-2094
13:54:52:27,4275
13:55:03:127,-49
13:55:08:728,-13
13:55:14:237,148
13:55:20:105,41
13:55:25:271,69
13:55:35:971,83
13:55:37:39,-6436
13:55:41:155,8659
13:55:46:740,-11
13:55:52:266,99
13:55:57:844,-42
13:56:04:700,-6700108
13:56:15:813,-130
13:56:21:336,82
13:56:26:850,-67
13:56:27:613,-6630
13:56:32:107,4655
13:56:37:666,-26
13:56:43:229,21
13:56:48:759,-81
13:56:54:325,28
13:56:59:836,-88
13:57:05:366,-25
13:57:10:887,32
13:57:17:842,-3912
13:57:21:891,3438
13:57:27:414,-4
13:57:32:924,53
13:57:43:635,-38
13:57:48:681,-71
13:57:54:197,2
13:57:59:722,-30
13:58:05:231,68
13:58:08:180,-3819
13:58:10:672,4260
13:58:21:731,-35
13:58:27:341,79
13:58:32:852,-67
13:58:38:374,-42
13:58:43:891,31
13:58:54:528,-54
13:58:58:586,-4105
13:59:00:23,3960
13:59:05:539,51
13:59:11:46,-54
13:59:16:557,46
13:59:23:399,-6380153
13:59:34:430,-25
13:59:39:942,-11
13:59:45:467,-17
13:59:50:955,124
13:59:56:478,-81
14:00:01:990,-88
14:00:07:579,-67
14:00:13:105,-75
14:00:18:711,-48
14:00:23:771,29
14:00:29:283,123
14:00:34:968,-21
14:00:39:237,-5471
14:00:40:182,7093
14:00:45:757,-35
14:00:51:325,101
14:00:56:834,-52
14:01:02:435,17
14:01:07:972,52
14:01:13:539,-28
14:01:19:62,-43
14:01:24:691,124
14:01:29:670,-7107
14:01:30:206,7139
14:01:40:799,-43
14:01:46:335,82
14:01:51:896,-38
14:01:57:420,-61
14:02:04:305,393558
14:02:13:445,22825
14:02:19:65,-323
14:02:24:106,-383
14:02:29:709,-375
14:02:35:275,-287
14:02:40:846,-378
14:02:47:696,-6540201
14:02:54:656,-8394
14:02:58:696,9432
14:03:04:261,-46
14:03:09:920,-39
14:03:20:648,52
14:03:25:695,-57
14:03:31:224,22
14:03:36:788,-78
14:03:42:313,64
14:03:45:343,-8956
14:03:47:825,8278
14:03:58:926,-1
14:04:04:450,-18
14:04:09:961,46
14:04:15:491,-30
14:04:26:126,-9
14:04:31:683,-6
14:04:35:612,-8625
14:04:37:48,9041
14:04:42:652,86
14:04:48:196,-28
14:04:53:786,-89
14:04:59:375,-33
14:05:10:439,-68
14:05:15:952,1
14:05:21:475,-26
14:05:26:6,-8537
14:05:27:10,8051
14:05:32:520,-21
14:05:38:40,-89
14:05:43:550,90
14:05:49:64,-96
14:05:54:574,51
14:06:00:105,-63
14:06:06:944,-6400021
14:06:16:557,-5703
14:06:18:51,3172
14:06:23:564,84
14:06:34:186,-10
14:06:39:897,-52
14:06:44:962,103
14:06:50:483,-17
14:06:55:997,52
14:07:01:579,-20
14:07:06:938,-5445
14:07:12:464,7626
14:07:23:520,-1
14:07:29:35,-27
14:07:34:664,96
14:07:45:303,167859714
14:07:50:811,-54
14:07:56:345,31
14:07:57:318,-7446
14:08:01:873,7416
14:08:07:387,-28
14:08:12:905,46
14:08:18:433,-42
14:08:23:945,47
14:08:34:971,17
14:08:40:493,-23
14:08:51:490,77
14:08:57:8,18
14:09:02:521,-13
14:09:08:31,-93
14:09:13:582,90
14:09:19:97,-64
14:09:24:729,8
14:09:29:792,25
14:09:35:314,96
14:09:46:325,22
14:09:51:836,-89
14:10:02:509,-109
14:10:08:150,-77
14:10:18:781,-93
14:10:24:317,86
14:10:28:899,-5232
14:10:29:910,3099
14:10:35:447,7
14:10:40:957,70
14:10:47:813,-8992013
14:10:58:845,-108
14:11:09:560,47
14:11:15:100,-46
14:11:19:26,-1836
14:11:20:485,703
14:11:26:3,57
14:11:31:138,-44
14:11:36:706,-27
14:11:42:264,67
14:11:47:784,-18
14:11:53:385,77
14:11:58:465,-1
14:12:14:589,194
14:12:19:865,-4
14:12:25:385,27
14:12:30:895,40
14:12:36:436,11
14:12:42:60,76
14:12:47:101,-28
14:12:52:659,37
14:12:58:169,31
14:13:00:185,-2306
14:13:03:708,4099
14:13:14:794,-8
14:13:20:323,110
14:13:25:836,-46
14:13:31:358,12
14:13:36:871,7
14:13:42:392,79
14:13:47:903,107
14:13:50:380,-2149
14:13:53:386,244
14:13:58:953,118
14:14:04:476,18
14:14:11:318,-6496104
14:14:27:859,-318
14:14:33:393,-317
14:14:38:903,-274
14:14:44:502,-307
14:14:50:121,-357
14:14:55:158,-21
14:15:00:720,-48
14:15:06:281,22413874
14:15:08:807,-247
14:15:11:835,587
14:15:17:402,-98
14:15:28:437,-39
14:15:33:951,3
14:15:40:891,2849248
14:15:50:132,18768
14:15:55:176,-243
14:16:00:772,-373
14:16:05:902,-258
14:16:11:429,-324
14:16:16:937,-263
14:16:22:466,-54
14:16:27:976,37
14:16:33:448,2762
14:16:38:959,48
14:16:44:558,17
14:16:50:73,-56
14:17:00:303,15
14:17:05:858,-96
14:17:10:993,11
14:17:16:60,-48
14:17:21:570,25
14:17:22:407,-5752
14:17:26:952,8739
14:17:32:569,-7
14:17:43:146,-95
14:17:48:657,-57
14:18:04:834,-56
14:18:10:373,-67
14:18:12:477,-5167
14:18:15:976,1822
14:18:21:112,3
14:18:26:625,81
14:18:32:136,-103
14:18:37:657,5
14:18:44:496,-8751961
14:18:55:523,61
14:19:01:34,-115
14:19:06:612,121
14:19:12:124,-79
14:19:17:634,-5
14:19:23:148,7
14:19:28:656,-13
14:19:34:172,16
14:19:39:681,-2
14:19:45:210,7
14:19:50:734,-72
14:19:56:239,1094
14:20:01:773,-41
14:20:12:461,84
14:20:17:977,37
14:20:23:598,-5
14:20:28:650,-42
